token	lemma	POS	morph	treated
i	i2	PROadv	MORPH=empty	i
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	avoit
point	point	ADVneg	MORPH=empty	point
.	.	PONfrt	MORPH=empty	.
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
senescaus	seneschal	NOMcom	NOMB.=s|GENRE=m|CAS=n	senescaus
aprés	après	PRE	DEGRE=-	aprés
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
point	poindre	VERcjg	NOMB.=s|GENRE=m	point
,	,	PONfbl	MORPH=empty	,
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
coustume	costume	NOMcom	NOMB.=s|GENRE=f|CAS=r	coustume
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
port	port2	NOMcom	NOMB.=s|GENRE=m|CAS=r	port
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	avoit
.	.	PONfrt	MORPH=empty	.
La	le	DETdef	NOMB.=s|GENRE=f|CAS=n	La
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n	dame
i	i2	PROadv	MORPH=empty	i
vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	vint
,	,	PONfbl	MORPH=empty	,
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
voit	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	voit
,	,	PONfbl	MORPH=empty	,
Si	si	ADVgen	DEGRE=-	Si
va	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	va
tantost	tantost	ADVgen	DEGRE=-	tantost
encontre	encontre1	PRE	MORPH=empty	encontre
li	il	PROper	NOMB.=s|GENRE=m|CAS=r	li
;	;	PONfbl	MORPH=empty	;
Mais	mais1	CONcoo	MORPH=empty	Mais
çou	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	çou
moult	mout	ADVgen	DEGRE=-	moult
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
desabeli	desabel1ir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	desabeli
Qu'	que4	CONsub	MORPH=empty	Qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ne	ne1	ADVneg	MORPH=empty	ne
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
voit	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	voit
pas	pas	ADVneg	MORPH=empty	pas
en	en1	PRE	MORPH=empty	en
apert	apert1	ADJqua	NOMB.=s|GENRE=m|CAS=r	apert
,	,	PONfbl	MORPH=empty	,
Car	car	CONcoo	MORPH=empty	Car
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	avoit
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
vis	vis1	NOMcom	NOMB.=s|GENRE=m|CAS=r	vis
covert	covrir	VERppe	NOMB.=s|GENRE=m|CAS=r	covert
;	;	PONfbl	MORPH=empty	;
Et	et	CONcoo	MORPH=empty	Et
ne	ne2	ADVneg	MORPH=empty	ne
por	por2	PRE	MORPH=empty	por
quant	cant1	ADVgen	GENRE=m	quant
si	si	ADVgen	DEGRE=-	si
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
salue	salüer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	salue
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	dist
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Bien	bien1	ADVgen	DEGRE=p	Bien
soiies	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=2|NOMB.=p	soiies
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
venue	venir	VERppe	NOMB.=s|GENRE=f|CAS=n	venue
,	,	PONfbl	MORPH=empty	,
Ma	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=f|CAS=n	Ma
ciere	cire	ADJqua	NOMB.=s|GENRE=f|CAS=r	ciere
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n	dame
!	!	PONfrt	MORPH=empty	!
Or	or4	ADVgen	DEGRE=-	Or
descendés	descendre	VERcjg	MODE=imp|PERS.=2|NOMB.=p	descendés
.	.	PONfrt	MORPH=empty	.
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	Je
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
bien	bien1	ADVgen	DEGRE=p	bien
que	que4	CONsub	MORPH=empty	que
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
demandés	demander	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	demandés
;	;	PONfbl	MORPH=empty	;
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	Je
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
bien	bien1	ADVgen	DEGRE=p	bien
le	le	DETdef	NOMB.=s|GENRE=f|CAS=r	le
costume	costume	NOMcom	NOMB.=s|GENRE=f|CAS=r	costume
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
port	port2	NOMcom	NOMB.=s|GENRE=m|CAS=r	port
.	.	PONfrt	MORPH=empty	.
Des	de+le	PRE.DETdef	NOMB.=p|GENRE=m	Des
plus	plus	ADVgen	DEGRE=c	plus
rices	riche	NOMcom	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	rices
avoirs	avoir	VERinf	NOMB.=p|GENRE=m|CAS=r	avoirs
aport	aporter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	aport
C'	que1	CONsub	NOMB.=s	C
onques	onque	ADVgen	DEGRE=-	onques
nus	nul	DETind	NOMB.=s|GENRE=m|CAS=n	nus
marceans	marchëant	NOMcom	NOMB.=s|GENRE=m|CAS=n	marceans
eüst	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	eüst
.	.	PONfrt	MORPH=empty	.
De	de	PRE	MORPH=empty	De
cose	chose	NOMcom	NOMB.=s|GENRE=f|CAS=r	cose
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
miex	mieus	ADVgen	DEGRE=c	miex
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
pleüst	plaire	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	pleüst
Seroie	estre1	VERcjg	MODE=con|PERS.=1|NOMB.=s	Seroie
liez	lié1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	liez
se	se	CONsub	MORPH=empty	se
jou	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	jou
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	l
avoie	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s	avoie
.	.	PONfrt	MORPH=empty	.
–	–	PONfbl	MORPH=empty	–
Amis	ami	NOMcom	NOMB.=s|GENRE=m|CAS=r	Amis
,	,	PONfbl	MORPH=empty	,
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
estuet	estovoir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	estuet
que	que4	CONsub	MORPH=empty	que
jou	je	PROper.PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	jou
voie	vëoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s	voie
Tos	tot	DETind	NOMB.=p|GENRE=m|CAS=r	Tos
vos	vostre	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
avoirs	avoir	VERinf	NOMB.=p|GENRE=m|CAS=r	avoirs
,	,	PONfbl	MORPH=empty	,
tos	tot	DETind	GENRE=m	tos
un	un	PROind	NOMB.=s|GENRE=m|CAS=r	un
a	a3	PRE	MORPH=empty	a
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
.	.	PONfrt	MORPH=empty	.
Quant	cant1	CONsub	MORPH=empty	Quant
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	j
arai	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	arai
remire	remirer	VERcjg	NOMB.=s	remire
cascun	chascun	PROind	NOMB.=s|GENRE=m|CAS=r	cascun
,	,	PONfbl	MORPH=empty	,
Lors	lors	ADVgen	DEGRE=-	Lors
,	,	PONfbl	MORPH=empty	,
se	se	CONsub	PERS.=3	se
veoir	vëoir	VERinf	MORPH=empty	veoir
les	il	PROper	NOMB.=p|GENRE=m|CAS=r	les
puis	pöoir	VERcjg	MODE=ind|PERS.=1	puis
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	as
iex	ueil	NOMcom	NOMB.=p|GENRE=m|CAS=r	iex
,	,	PONfbl	MORPH=empty	,
Si	si	ADVgen	DEGRE=-	Si
prendrai	prendre	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	prendrai
de	de	PRE	MORPH=empty	de
trestout	trestot	DETind	NOMB.=s|GENRE=m|CAS=r	trestout
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
miex	mieus	ADVgen	GENRE=m|CAS=r|DEGRE=c	miex
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
A	a3	PRE	MORPH=empty	A
tant	tant	ADVgen	DEGRE=-	tant
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r	dame
en	en1	PRE	MORPH=empty	en
le	il	DETdef	NOMB.=s|GENRE=f|CAS=r	le
nef	nef2	NOMcom	NOMB.=s|GENRE=f|CAS=r	nef
entre	entre2	VERcjg	MORPH=empty	entre
,	,	PONfbl	MORPH=empty	,
Cui	cui	PROrel	NOMB.=s|GENRE=m|CAS=r	Cui
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
cuers	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=n	cuers
haletoit	haletre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	haletoit
el	en1+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	el
ventre	ventre1	NOMcom	NOMB.=s|GENRE=m|CAS=r	ventre
Del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	Del
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
,	,	PONfbl	MORPH=empty	,
qu'	que2	PROrel	CAS=r	qu
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
aloit	aler	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	aloit
ravisant	raviser	VERppa	MORPH=empty	ravisant
,	,	PONfbl	MORPH=empty	,
Car	car	CONcoo	MORPH=empty	Car
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
aloit	aler	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	aloit
ja	ja	ADVgen	DEGRE=-	ja
disant	dire	VERppa	MORPH=empty	disant
Qu'	que4	CONsub	MORPH=empty	Qu
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	l
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	avoit
veü	vëoir	VERppe	NOMB.=s|GENRE=m|CAS=r	veü
aillors	aillors	ADVgen	DEGRE=-	aillors
.	.	PONfrt	MORPH=empty	.
Tos	tot	DETind	NOMB.=p|GENRE=m|CAS=r	Tos
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
plus	plus	ADVgen	DEGRE=-	plus
ciers	chier	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	ciers
et	et	CONcoo	MORPH=empty	et
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
millors	meillor	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=s	millors
Avoirs	avoir	NOMcom	NOMB.=p|GENRE=m|CAS=r	Avoirs
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
mostrer	mostrer	VERinf	MORPH=empty	mostrer
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
,	,	PONfbl	MORPH=empty	,
Dras	drap	NOMcom	NOMB.=p|GENRE=m|CAS=n	Dras
emperïaus	emperïal	ADJqua	NOMB.=p|GENRE=m|CAS=n	emperïaus
et	et	CONcoo	MORPH=empty	et
orfrois	orfrois	NOMcom	NOMB.=p|GENRE=m|CAS=r	orfrois
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
covretoirs	covertor	NOMcom	NOMB.=p|GENRE=m|CAS=r	covretoirs
et	et	CONcoo	MORPH=empty	et
sebelins	sabelin	NOMcom	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	sebelins
,	,	PONfbl	MORPH=empty	,
Pennes	pene	NOMcom	NOMB.=p|GENRE=f|CAS=r	Pennes
et	et	CONcoo	MORPH=empty	et
peliçons	peliçon	NOMcom	NOMB.=p|GENRE=m|CAS=r	peliçons
hermins	ermin	NOMcom	NOMB.=p|GENRE=m|CAS=r	hermins
,	,	PONfbl	MORPH=empty	,
Tables	table	NOMcom	NOMB.=p|GENRE=f|CAS=r	Tables
d'	de	PRE	MORPH=empty	d
argent	argent	NOMcom	NOMB.=s|GENRE=m|CAS=r	argent
et	et	CONcoo	MORPH=empty	et
eschés	eschec1	NOMcom	NOMB.=p|GENRE=m|CAS=r	eschés
d'	de	PRE	MORPH=empty	d
or	or1	NOMcom	NOMB.=s|GENRE=m|CAS=r	or
;	;	PONfbl	MORPH=empty	;
Mais	mais1	CONcoo	MORPH=empty	Mais
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
regardoit	regarder	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	regardoit
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
cor	cor2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cor
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
mast	mast	NOMcom	NOMB.=s|GENRE=m|CAS=r	mast
de	de	PRE	MORPH=empty	de
le	le	DETdef	NOMB.=s|GENRE=f|CAS=r	le
nef	nef2	NOMcom	NOMB.=s|GENRE=f|CAS=r	nef
pendoit	pendre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	pendoit
;	;	PONfbl	MORPH=empty	;
Au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	Au
cor	cor2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cor
regarder	regarder	VERinf	MORPH=empty	regarder
entendoit	entendre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	entendoit
,	,	PONfbl	MORPH=empty	,
Que	que4	CONsub	MORPH=empty	Que
nul	nul	DETind	NOMB.=s|GENRE=m|CAS=r	nul
autre	autre	PROind	NOMB.=s|GENRE=m|CAS=r	autre
avoir	avoir	NOMcom	NOMB.=s|GENRE=m	avoir
tant	tant	ADVgen	DEGRE=-	tant
n'	ne1	ADVneg	MORPH=empty	n
amoit	amer1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	amoit
Comme	come1	CONsub	MORPH=empty	Comme
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
cor	cor2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cor
qu'	que2	PROrel	GENRE=f|CAS=r	qu
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
veoit	vëoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	veoit
;	;	PONfbl	MORPH=empty	;
Et	et	CONcoo	MORPH=empty	Et
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
cor	cor2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cor
et	et	CONcoo	MORPH=empty	et
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
ravise	raviser	VERcjg	MODE=ind|PERS.=3|NOMB.=s|CAS=r	ravise
,	,	PONfbl	MORPH=empty	,
C'	qui	PROdem	NOMB.=s	C
a	a3	PRE	MORPH=empty	a
çou	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	çou
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	estoit
s'	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	s
entente	entente	NOMcom	PERS.=3|NOMB.=s|GENRE=f|CAS=n	entente
mise	metre2	VERppe	NOMB.=s|GENRE=f|CAS=n	mise
,	,	PONfbl	MORPH=empty	,
N'	ne2	CONcoo	MORPH=empty	N
aillors	aillors	ADVgen	DEGRE=-	aillors
ne	ne1	ADVneg	MORPH=empty	ne
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=n	ses
iex	ueil	NOMcom	NOMB.=p|GENRE=m|CAS=n	iex
tenir	tenir1	VERinf	MORPH=empty	tenir
.	.	PONfrt	MORPH=empty	.
Del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	Del
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	les
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
cor	cor2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cor
venir	venir	VERinf	MORPH=empty	venir
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	del
cor	cor2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cor
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	les
ramaine	ramener	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	ramaine
;	;	PONfbl	MORPH=empty	;
Del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	Del
regarder	regarder	VERinf	NOMB.=s|GENRE=m	regarder
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
en	en1	PRE	MORPH=empty	en
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
paine	peine	NOMcom	NOMB.=s|GENRE=f|CAS=r	paine
,	,	PONfbl	MORPH=empty	,
Tant	tant	ADVgen	DEGRE=-	Tant
qu'	que4	CONsub	MORPH=empty	qu
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	vint
dalés	dalez	PRE	DEGRE=-	dalés
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
mast	mast	NOMcom	NOMB.=s|GENRE=m|CAS=r	mast
;	;	PONfbl	MORPH=empty	;
Nul	nul	DETind	NOMB.=s|GENRE=m|CAS=r	Nul
talent	talent	NOMcom	NOMB.=s|GENRE=m|CAS=r	talent
n'	ne1	ADVneg	MORPH=empty	n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
qu'	que4	CONsub	MORPH=empty	qu
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
outre	outre1	ADVgen	DEGRE=-	outre
past	paster	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	past
,	,	PONfbl	MORPH=empty	,
Ains	ainz	ADVgen	DEGRE=-	Ains
prent	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	prent
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
cor	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cor
et	et	CONcoo	MORPH=empty	et
si	si	ADVgen	DEGRE=-	si
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
baise	baisier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	baise
;	;	PONfbl	MORPH=empty	;
Bien	bien1	ADVgen	DEGRE=p	Bien
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|GENRE=m	fait
samblant	semblant	NOMcom	NOMB.=s|GENRE=m|CAS=r	samblant
que	que4	CONsub	MORPH=empty	que
moult	mout	ADVgen	DEGRE=-	moult
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
plaise	plaire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	plaise
.	.	PONfrt	MORPH=empty	.
Et	et	CONcoo	MORPH=empty	Et
quant	cant1	CONsub	MORPH=empty	quant
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
piece	piece	NOMcom	NOMB.=s|GENRE=f|CAS=r	piece
esgardé	esgarder	VERppe	NOMB.=s|GENRE=m|CAS=r	esgardé
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
ot	öir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	ot
,	,	PONfbl	MORPH=empty	,
Arrier	ariere	ADVgen	DEGRE=-	Arrier
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
mist	metre2	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	mist
,	,	PONfbl	MORPH=empty	,
ne	ne2	CONcoo	MORPH=empty	ne
ne	ne1	ADVneg	MORPH=empty	ne
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	dist
mot	mot	NOMcom	NOMB.=s|GENRE=m|CAS=r	mot
;	;	PONfbl	MORPH=empty	;
Mais	mais1	CONcoo	MORPH=empty	Mais
vers	vers2	PRE	MORPH=empty	vers
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
roi	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=r	roi
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
retornee	retorner	VERppe	NOMB.=s|GENRE=f|CAS=n	retornee
.	.	PONfrt	MORPH=empty	.
Moult	mout	ADVgen	DEGRE=-	Moult
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	avoit
fait	faire	VERppe	NOMB.=s|GENRE=m|CAS=r	fait
bele	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	bele
jornee	jornee	NOMcom	NOMB.=s|GENRE=f|CAS=r	jornee
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
moult	mout	ADVgen	DEGRE=-	moult
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
plot	plaire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	plot
et	et	CONcoo	MORPH=empty	et
moult	mout	ADVgen	DEGRE=-	moult
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
sist	sëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	sist
.	.	PONfrt	MORPH=empty	.
Dalés	dalez	PRE	MORPH=empty	Dalés
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	lui
en	en1	PRE	MORPH=empty	en
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
nef	nef2	NOMcom	NOMB.=s|GENRE=f|CAS=r	nef
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
assist	asseoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	assist
;	;	PONfbl	MORPH=empty	;
Lors	lors	ADVgen	DEGRE=-	Lors
a	avoir	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s	a
veü	vëoir	VERppe	NOMB.=s|GENRE=m|CAS=r	veü
en	en1	PRE	MORPH=empty	en
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
doit	devoir	NOMcom	MODE=ind|TEMPS=pst|NOMB.=s|GENRE=m	doit
mame	manser	NOMcom	NOMB.=s|GENRE=m|CAS=r	mame
Un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	Un
anelet	anelet	NOMcom	NOMB.=s|GENRE=m|CAS=r	anelet
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=n	sa
fame	feme	NOMcom	NOMB.=s|GENRE=f|CAS=n	fame
:	:	PONfbl	MORPH=empty	:
Por	por2	PRE	MORPH=empty	Por
li	il	PROper	NOMB.=s|GENRE=m|CAS=i	li
encore	encore	ADVgen	DEGRE=-	encore
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
portoit	porter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	portoit
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
.	.	PONfrt	MORPH=empty	.
Le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	Le
jor	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r	jor
que	que4	PROrel	NOMB.=s|GENRE=m|CAS=r	que
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	vint
en	en1	PRE	MORPH=empty	en
essil	essil	NOMcom	NOMB.=s|GENRE=m|CAS=r	essil
L'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	L
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
a	a3	PRE	MORPH=empty	a
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
braiiel	bräel	NOMcom	NOMB.=s|GENRE=m|CAS=r	braiiel
oublié	oblïer	VERppe	NOMB.=s|GENRE=m|CAS=r	oublié
,	,	PONfbl	MORPH=empty	,
A	a3	PRE	MORPH=empty	A
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
lac	lac	NOMcom	NOMB.=s|GENRE=m|CAS=r	lac
